PKAIZ	5179
clefairy	bubble beam
clefairy	submission
clefairy	counter
clefairy	seismic toss
clefairy	strength
clefairy	solar beam
clefairy	thunderbolt
clefairy	thunder wave
clefairy	thunder
clefairy	dig
clefairy	toxic
clefairy	psychic
clefairy	rage
clefairy	teleport
clefairy	night shade
clefairy	mimic
clefairy	double team
clefairy	minimize
clefairy	defense curl
clefairy	light screen
clefairy	reflect
clefairy	bide
clefairy	metronome
clefairy	fire blast
clefairy	swift
clefairy	skull bash
clefairy	amnesia
clefairy	soft-boiled
clefairy	dream eater
clefairy	flash
clefairy	psywave
clefairy	splash
clefairy	rest
clefairy	tri attack
clefairy	substitute
clefable	pound
clefable	double slap
clefable	mega punch
clefable	fire punch
clefable	ice punch
clefable	thunder punch
clefable	mega kick
clefable	headbutt
clefable	tackle
clefable	body slam
clefable	take down
clefable	double-edge
clefable	growl
clefable	sing
clefable	flamethrower
clefable	water gun
clefable	ice beam
clefable	blizzard
clefable	psybeam
clefable	bubble beam
clefable	hyper beam
clefable	submission
clefable	counter
clefable	seismic toss
clefable	strength
clefable	solar beam
clefable	thunderbolt
clefable	thunder wave
clefable	thunder
clefable	dig
clefable	toxic
clefable	psychic
clefable	rage
clefable	teleport
clefable	night shade
clefable	mimic
clefable	double team
clefable	minimize
clefable	defense curl
clefable	light screen
clefable	reflect
clefable	bide
clefable	metronome
clefable	fire blast
clefable	swift
clefable	skull bash
clefable	amnesia
clefable	soft-boiled
clefable	dream eater
clefable	flash
clefable	psywave
clefable	splash
clefable	rest
clefable	tri attack
clefable	substitute
ninetales	headbutt
ninetales	tackle
ninetales	body slam
ninetales	take down
ninetales	double-edge
ninetales	tail whip
ninetales	roar
ninetales	disable
ninetales	ember
ninetales	flamethrower
ninetales	hyper beam
ninetales	solar beam
ninetales	fire spin
ninetales	dig
ninetales	toxic
ninetales	hypnosis
ninetales	agility
ninetales	quick attack
ninetales	rage
ninetales	night shade
ninetales	mimic
ninetales	double team
ninetales	confuse ray
ninetales	reflect
ninetales	bide
ninetales	fire blast
ninetales	swift
ninetales	skull bash
ninetales	dream eater
ninetales	rest
ninetales	substitute
jigglypuff	pound
jigglypuff	double slap
jigglypuff	mega punch
jigglypuff	fire punch
jigglypuff	ice punch
jigglypuff	thunder punch
jigglypuff	mega kick
jigglypuff	headbutt
jigglypuff	body slam
jigglypuff	take down
jigglypuff	double-edge
jigglypuff	sing
jigglypuff	disable
jigglypuff	flamethrower
jigglypuff	water gun
jigglypuff	ice beam
jigglypuff	blizzard
jigglypuff	bubble beam
jigglypuff	submission
jigglypuff	counter
jigglypuff	seismic toss
jigglypuff	strength
jigglypuff	solar beam
jigglypuff	thunderbolt
jigglypuff	thunder wave
jigglypuff	thunder
jigglypuff	dig
jigglypuff	toxic
jigglypuff	psychic
jigglypuff	rage
jigglypuff	teleport
jigglypuff	mimic
jigglypuff	screech
jigglypuff	double team
jigglypuff	defense curl
jigglypuff	light screen
jigglypuff	reflect
jigglypuff	bide
jigglypuff	metronome
jigglypuff	self-destruct
jigglypuff	fire blast
jigglypuff	swift
jigglypuff	skull bash
jigglypuff	amnesia
jigglypuff	dream eater
jigglypuff	flash
jigglypuff	psywave
jigglypuff	rest
jigglypuff	tri attack
jigglypuff	substitute
wigglytuff	pound
wigglytuff	double slap
wigglytuff	mega punch
wigglytuff	fire punch
wigglytuff	ice punch
wigglytuff	thunder punch
wigglytuff	mega kick
wigglytuff	headbutt
wigglytuff	body slam
wigglytuff	take down
wigglytuff	double-edge
wigglytuff	sing
wigglytuff	disable
wigglytuff	flamethrower
wigglytuff	water gun
wigglytuff	ice beam
wigglytuff	blizzard
wigglytuff	bubble beam
wigglytuff	hyper beam
wigglytuff	submission
wigglytuff	counter
wigglytuff	seismic toss
wigglytuff	strength
wigglytuff	solar beam
wigglytuff	thunderbolt
wigglytuff	thunder wave
wigglytuff	thunder
wigglytuff	dig
wigglytuff	toxic
wigglytuff	psychic
wigglytuff	rage
wigglytuff	teleport
wigglytuff	mimic
wigglytuff	screech
wigglytuff	double team
wigglytuff	minimize
wigglytuff	defense curl
wigglytuff	light screen
wigglytuff	reflect
wigglytuff	bide
wigglytuff	metronome
wigglytuff	self-destruct
wigglytuff	fire blast
wigglytuff	swift
wigglytuff	skull bash
wigglytuff	amnesia
wigglytuff	dream eater
wigglytuff	flash
wigglytuff	psywave
wigglytuff	rest
wigglytuff	tri attack
wigglytuff	substitute
golbat	razor wind
golbat	gust
golbat	wing attack
golbat	whirlwind
golbat	fly
golbat	headbutt
golbat	take down
golbat	double-edge
golbat	bite
golbat	supersonic
golbat	hyper beam
golbat	absorb
golbat	mega drain
golbat	toxic
golbat	hypnosis
golbat	agility
golbat	quick attack
golbat	rage
golbat	mimic
golbat	screech
golbat	double team
golbat	confuse ray
golbat	haze
golbat	bide
golbat	swift
golbat	leech life
golbat	rest
golbat	super fang
golbat	substitute
gloom	swords dance
gloom	cut
gloom	headbutt
gloom	take down
gloom	double-edge
gloom	acid
gloom	absorb
gloom	mega drain
gloom	leech seed
gloom	growth
gloom	razor leaf
gloom	solar beam
gloom	poison powder
gloom	stun spore
gloom	sleep powder
gloom	petal dance
gloom	toxic
gloom	rage
gloom	mimic
gloom	double team
gloom	reflect
gloom	bide
gloom	flash
gloom	rest
gloom	substitute
vileplume	swords dance
vileplume	cut
vileplume	headbutt
vileplume	body slam
vileplume	take down
vileplume	double-edge
vileplume	acid
vileplume	hyper beam
vileplume	absorb
vileplume	mega drain
vileplume	leech seed
vileplume	growth
vileplume	razor leaf
vileplume	solar beam
vileplume	poison powder
vileplume	stun spore
vileplume	sleep powder
vileplume	petal dance
vileplume	toxic
vileplume	rage
vileplume	mimic
vileplume	double team
vileplume	reflect
vileplume	bide
vileplume	flash
vileplume	rest
vileplume	substitute
parasect	scratch
parasect	swords dance
parasect	cut
parasect	headbutt
parasect	body slam
parasect	take down
parasect	double-edge
parasect	hyper beam
parasect	counter
parasect	absorb
parasect	mega drain
parasect	leech seed
parasect	growth
parasect	solar beam
parasect	poison powder
parasect	stun spore
parasect	sleep powder
parasect	string shot
parasect	dig
parasect	toxic
parasect	rage
parasect	mimic
parasect	screech
parasect	double team
parasect	light screen
parasect	reflect
parasect	bide
parasect	skull bash
parasect	leech life
parasect	spore
parasect	flash
parasect	fury swipes
parasect	rest
parasect	slash
parasect	substitute
venomoth	razor wind
venomoth	gust
venomoth	whirlwind
venomoth	headbutt
venomoth	tackle
venomoth	take down
venomoth	double-edge
venomoth	supersonic
venomoth	disable
venomoth	psybeam
venomoth	hyper beam
venomoth	mega drain
venomoth	solar beam
venomoth	poison powder
venomoth	stun spore
venomoth	sleep powder
venomoth	string shot
venomoth	toxic
venomoth	confusion
venomoth	psychic
venomoth	agility
venomoth	rage
venomoth	teleport
venomoth	night shade
venomoth	mimic
venomoth	screech
venomoth	double team
venomoth	confuse ray
venomoth	reflect
venomoth	bide
venomoth	swift
venomoth	dream eater
venomoth	leech life
venomoth	flash
venomoth	psywave
venomoth	rest
venomoth	substitute
dugtrio	scratch
dugtrio	swords dance
dugtrio	cut
dugtrio	sand attack
dugtrio	headbutt
dugtrio	body slam
dugtrio	take down
dugtrio	double-edge
dugtrio	growl
dugtrio	hyper beam
dugtrio	earthquake
dugtrio	fissure
dugtrio	dig
dugtrio	toxic
dugtrio	agility
dugtrio	rage
dugtrio	mimic
dugtrio	screech
dugtrio	double team
dugtrio	bide
dugtrio	fury swipes
dugtrio	rest
dugtrio	rock slide
dugtrio	tri attack
dugtrio	slash
dugtrio	substitute
persian	pay day
persian	scratch
persian	cut
persian	headbutt
persian	body slam
persian	take down
persian	double-edge
persian	bite
persian	growl
persian	roar
persian	water gun
persian	bubble beam
persian	hyper beam
persian	thunderbolt
persian	thunder wave
persian	thunder
persian	dig
persian	toxic
persian	hypnosis
persian	agility
persian	rage
persian	mimic
persian	screech
persian	double team
persian	defense curl
persian	bide
persian	swift
persian	skull bash
persian	amnesia
persian	dream eater
persian	flash
persian	fury swipes
persian	rest
persian	slash
persian	substitute
golduck	mega punch
golduck	pay day
golduck	ice punch
golduck	scratch
golduck	mega kick
golduck	headbutt
golduck	body slam
golduck	take down
golduck	double-edge
golduck	tail whip
golduck	disable
golduck	water gun
golduck	hydro pump
golduck	surf
golduck	ice beam
golduck	blizzard
golduck	psybeam
golduck	bubble beam
golduck	hyper beam
golduck	submission
golduck	low kick
golduck	counter
golduck	seismic toss
golduck	strength
golduck	dig
golduck	toxic
golduck	confusion
golduck	psychic
golduck	hypnosis
golduck	rage
golduck	mimic
golduck	screech
golduck	double team
golduck	confuse ray
golduck	light screen
golduck	haze
golduck	bide
golduck	metronome
golduck	waterfall
golduck	swift
golduck	skull bash
golduck	amnesia
golduck	bubble
golduck	flash
golduck	fury swipes
golduck	rest
golduck	substitute
primeape	karate chop
primeape	mega punch
primeape	pay day
primeape	fire punch
primeape	ice punch
primeape	thunder punch
primeape	scratch
primeape	mega kick
primeape	headbutt
primeape	body slam
primeape	take down
primeape	thrash
primeape	double-edge
primeape	leer
primeape	hyper beam
primeape	submission
primeape	low kick
primeape	counter
primeape	seismic toss
primeape	strength
primeape	thunderbolt
primeape	thunder
primeape	earthquake
primeape	dig
primeape	toxic
primeape	rage
primeape	mimic
primeape	screech
primeape	double team
primeape	defense curl
primeape	focus energy
primeape	bide
primeape	metronome
primeape	swift
primeape	skull bash
primeape	fury swipes
primeape	rest
primeape	rock slide
primeape	substitute
arcanine	headbutt
arcanine	body slam
arcanine	take down
arcanine	double-edge
arcanine	leer
arcanine	bite
arcanine	roar
arcanine	ember
arcanine	flamethrower
arcanine	hyper beam
arcanine	strength
arcanine	solar beam
arcanine	dragon rage
arcanine	fire spin
arcanine	dig
arcanine	toxic
arcanine	agility
arcanine	rage
arcanine	teleport
arcanine	mimic
arcanine	double team
arcanine	reflect
arcanine	bide
arcanine	fire blast
arcanine	swift
arcanine	skull bash
arcanine	rest
arcanine	substitute
poliwhirl	pound
poliwhirl	double slap
poliwhirl	mega punch
poliwhirl	ice punch
poliwhirl	mega kick
poliwhirl	headbutt
poliwhirl	body slam
poliwhirl	take down
poliwhirl	double-edge
poliwhirl	mist
poliwhirl	water gun
poliwhirl	hydro pump
poliwhirl	surf
poliwhirl	ice beam
poliwhirl	blizzard
poliwhirl	bubble beam
poliwhirl	submission
poliwhirl	low kick
poliwhirl	counter
poliwhirl	seismic toss
poliwhirl	strength
poliwhirl	earthquake
poliwhirl	fissure
poliwhirl	dig
poliwhirl	toxic
poliwhirl	psychic
poliwhirl	hypnosis
poliwhirl	rage
poliwhirl	mimic
poliwhirl	double team
poliwhirl	defense curl
poliwhirl	haze
poliwhirl	bide
poliwhirl	metronome
poliwhirl	waterfall
poliwhirl	swift
poliwhirl	skull bash
poliwhirl	amnesia
poliwhirl	bubble
poliwhirl	psywave
poliwhirl	splash
poliwhirl	rest
poliwhirl	substitute
poliwrath	pound
poliwrath	double slap
poliwrath	mega punch
poliwrath	ice punch
poliwrath	mega kick
poliwrath	headbutt
poliwrath	body slam
poliwrath	take down
poliwrath	double-edge
poliwrath	mist
poliwrath	water gun
poliwrath	hydro pump
poliwrath	surf
poliwrath	ice beam
poliwrath	blizzard
poliwrath	bubble beam
poliwrath	hyper beam
poliwrath	submission
poliwrath	low kick
poliwrath	counter
poliwrath	seismic toss
poliwrath	strength
poliwrath	earthquake
poliwrath	fissure
poliwrath	dig
poliwrath	toxic
poliwrath	psychic
poliwrath	hypnosis
poliwrath	rage
poliwrath	mimic
poliwrath	double team
poliwrath	defense curl
poliwrath	haze
poliwrath	bide
poliwrath	metronome
poliwrath	waterfall
poliwrath	swift
poliwrath	skull bash
poliwrath	amnesia
poliwrath	bubble
poliwrath	psywave
poliwrath	splash
poliwrath	rest
poliwrath	rock slide
poliwrath	substitute
kadabra	mega punch
kadabra	fire punch
kadabra	ice punch
kadabra	thunder punch
kadabra	mega kick
kadabra	headbutt
kadabra	body slam
kadabra	take down
kadabra	double-edge
kadabra	disable
kadabra	psybeam
kadabra	submission
kadabra	counter
kadabra	seismic toss
kadabra	thunder wave
kadabra	dig
kadabra	toxic
kadabra	confusion
kadabra	psychic
kadabra	hypnosis
kadabra	rage
kadabra	teleport
kadabra	night shade
kadabra	mimic
kadabra	double team
kadabra	recover
kadabra	light screen
kadabra	reflect
kadabra	bide
kadabra	metronome
kadabra	swift
kadabra	skull bash
kadabra	kinesis
kadabra	dream eater
kadabra	flash
kadabra	psywave
kadabra	rest
kadabra	tri attack
kadabra	substitute
alakazam	mega punch
alakazam	fire punch
alakazam	ice punch
alakazam	thunder punch
alakazam	mega kick
alakazam	headbutt
alakazam	body slam
alakazam	take down
alakazam	double-edge
alakazam	disable
alakazam	psybeam
alakazam	hyper beam
alakazam	submission
alakazam	counter
alakazam	seismic toss
alakazam	thunder wave
alakazam	dig
alakazam	toxic
alakazam	confusion
alakazam	psychic
alakazam	hypnosis
alakazam	rage
alakazam	teleport
alakazam	night shade
alakazam	mimic
alakazam	double team
alakazam	recover
alakazam	barrier
alakazam	light screen
alakazam	reflect
alakazam	bide
alakazam	metronome
alakazam	swift
alakazam	skull bash
alakazam	kinesis
alakazam	dream eater
alakazam	flash
alakazam	psywave
alakazam	rest
alakazam	tri attack
alakazam	substitute
machoke	karate chop
machoke	mega punch
machoke	fire punch
machoke	ice punch
machoke	thunder punch
machoke	mega kick
machoke	headbutt
machoke	tackle
machoke	body slam
machoke	take down
machoke	double-edge
machoke	leer
machoke	flamethrower
machoke	submission
machoke	low kick
machoke	counter
machoke	seismic toss
machoke	strength
machoke	earthquake
machoke	fissure
machoke	dig
machoke	toxic
machoke	rage
machoke	mimic
machoke	double team
machoke	light screen
machoke	focus energy
machoke	bide
machoke	metronome
machoke	fire blast
machoke	skull bash
machoke	rest
machoke	rock slide
machoke	substitute
machamp	karate chop
machamp	mega punch
machamp	fire punch
machamp	ice punch
machamp	thunder punch
machamp	mega kick
machamp	headbutt
machamp	tackle
machamp	body slam
machamp	take down
machamp	double-edge
machamp	leer
machamp	flamethrower
machamp	hyper beam
machamp	submission
machamp	low kick
machamp	counter
machamp	seismic toss
machamp	strength
machamp	earthquake
machamp	fissure
machamp	dig
machamp	toxic
machamp	rage
machamp	mimic
machamp	double team
machamp	light screen
machamp	focus energy
machamp	bide
machamp	metronome
machamp	fire blast
machamp	skull bash
machamp	rest
machamp	rock slide
machamp	substitute
weepinbell	swords dance
weepinbell	cut
weepinbell	bind
weepinbell	slam
weepinbell	vine whip
weepinbell	headbutt
weepinbell	body slam
weepinbell	wrap
weepinbell	take down
weepinbell	double-edge
weepinbell	acid
weepinbell	mega drain
weepinbell	growth
weepinbell	razor leaf
weepinbell	solar beam
weepinbell	poison powder
weepinbell	stun spore
weepinbell	sleep powder
weepinbell	toxic
weepinbell	rage
weepinbell	mimic
weepinbell	double team
weepinbell	reflect
weepinbell	bide
weepinbell	swift
weepinbell	leech life
weepinbell	flash
weepinbell	rest
weepinbell	substitute
victreebel	swords dance
victreebel	cut
victreebel	bind
victreebel	slam
victreebel	vine whip
victreebel	headbutt
victreebel	body slam
victreebel	wrap
victreebel	take down
victreebel	double-edge
victreebel	acid
victreebel	hyper beam
victreebel	mega drain
victreebel	growth
victreebel	razor leaf
victreebel	solar beam
victreebel	poison powder
victreebel	stun spore
victreebel	sleep powder
victreebel	toxic
victreebel	rage
victreebel	mimic
victreebel	double team
victreebel	reflect
victreebel	bide
victreebel	swift
victreebel	leech life
victreebel	flash
victreebel	rest
victreebel	substitute
tentacruel	swords dance
tentacruel	cut
tentacruel	bind
tentacruel	headbutt
tentacruel	wrap
tentacruel	take down
tentacruel	double-edge
tentacruel	poison sting
tentacruel	supersonic
tentacruel	acid
tentacruel	water gun
tentacruel	hydro pump
tentacruel	surf
tentacruel	ice beam
tentacruel	blizzard
tentacruel	bubble beam
tentacruel	aurora beam
tentacruel	hyper beam
tentacruel	mega drain
tentacruel	toxic
tentacruel	rage
tentacruel	mimic
tentacruel	screech
tentacruel	double team
tentacruel	confuse ray
tentacruel	barrier
tentacruel	haze
tentacruel	reflect
tentacruel	bide
tentacruel	waterfall
tentacruel	swift
tentacruel	skull bash
tentacruel	constrict
tentacruel	bubble
tentacruel	acid armor
tentacruel	rest
tentacruel	substitute
graveler	mega punch
graveler	fire punch
graveler	thunder punch
graveler	sand attack
graveler	headbutt
graveler	tackle
graveler	body slam
graveler	take down
graveler	double-edge
graveler	flamethrower
graveler	submission
graveler	counter
graveler	seismic toss
graveler	strength
graveler	rock throw
graveler	earthquake
graveler	fissure
graveler	dig
graveler	toxic
graveler	rage
graveler	mimic
graveler	double team
graveler	harden
graveler	defense curl
graveler	bide
graveler	metronome
graveler	self-destruct
graveler	fire blast
graveler	explosion
graveler	rest
graveler	rock slide
graveler	substitute
ponyta	stomp
ponyta	double kick
ponyta	headbutt
ponyta	horn drill
ponyta	tackle
ponyta	body slam
ponyta	take down
ponyta	thrash
ponyta	double-edge
ponyta	tail whip
ponyta	growl
ponyta	ember
ponyta	flamethrower
ponyta	low kick
ponyta	strength
ponyta	solar beam
ponyta	fire spin
ponyta	toxic
ponyta	hypnosis
ponyta	agility
ponyta	quick attack
ponyta	rage
ponyta	mimic
ponyta	double team
ponyta	reflect
ponyta	bide
ponyta	fire blast
ponyta	swift
ponyta	skull bash
ponyta	rest
ponyta	substitute
slowpoke	pay day
slowpoke	stomp
slowpoke	headbutt
slowpoke	tackle
slowpoke	body slam
slowpoke	take down
slowpoke	double-edge
slowpoke	growl
slowpoke	disable
slowpoke	flamethrower
slowpoke	water gun
slowpoke	hydro pump
slowpoke	surf
slowpoke	ice beam
slowpoke	blizzard
slowpoke	psybeam
slowpoke	bubble beam
slowpoke	strength
slowpoke	thunder wave
slowpoke	earthquake
slowpoke	fissure
slowpoke	dig
slowpoke	toxic
slowpoke	confusion
slowpoke	psychic
slowpoke	rage
slowpoke	teleport
slowpoke	mimic
slowpoke	double team
slowpoke	light screen
slowpoke	reflect
slowpoke	bide
slowpoke	fire blast
slowpoke	waterfall
slowpoke	swift
slowpoke	skull bash
slowpoke	amnesia
slowpoke	dream eater
slowpoke	flash
slowpoke	psywave
slowpoke	rest
slowpoke	tri attack
slowpoke	substitute
magnemite	headbutt
magnemite	tackle
magnemite	take down
magnemite	double-edge
magnemite	supersonic
magnemite	sonic boom
magnemite	thunder shock
magnemite	thunderbolt
magnemite	thunder wave
magnemite	thunder
magnemite	toxic
magnemite	rage
magnemite	teleport
magnemite	mimic
magnemite	screech
magnemite	double team
magnemite	confuse ray
magnemite	light screen
magnemite	reflect
magnemite	bide
magnemite	swift
magnemite	flash
magnemite	explosion
magnemite	rest
magnemite	substitute
farfetch'd	razor wind
farfetch'd	swords dance
farfetch'd	cut
farfetch'd	gust
farfetch'd	whirlwind
farfetch'd	fly
farfetch'd	sand attack
farfetch'd	headbutt
farfetch'd	fury attack
farfetch'd	body slam
farfetch'd	take down
farfetch'd	double-edge
farfetch'd	leer
farfetch'd	peck
farfetch'd	razor leaf
farfetch'd	toxic
farfetch'd	agility
farfetch'd	quick attack
farfetch'd	rage
farfetch'd	mimic
farfetch'd	double team
farfetch'd	reflect
farfetch'd	focus energy
farfetch'd	bide
farfetch'd	mirror move
farfetch'd	swift
farfetch'd	skull bash
farfetch'd	sky attack
farfetch'd	rest
farfetch'd	slash
farfetch'd	substitute
doduo	swords dance
doduo	wing attack
doduo	whirlwind
doduo	fly
doduo	jump kick
doduo	headbutt
doduo	fury attack
doduo	body slam
doduo	take down
doduo	thrash
doduo	double-edge
doduo	leer
doduo	growl
doduo	supersonic
doduo	peck
doduo	drill peck
doduo	low kick
doduo	toxic
doduo	agility
doduo	quick attack
doduo	rage
doduo	mimic
doduo	double team
doduo	haze
doduo	reflect
doduo	bide
doduo	mirror move
doduo	swift
doduo	skull bash
doduo	sky attack
doduo	rest
doduo	tri attack
doduo	substitute
seel	pay day
seel	slam
seel	headbutt
seel	horn drill
seel	body slam
seel	take down
seel	double-edge
seel	growl
seel	disable
seel	water gun
seel	hydro pump
seel	surf
seel	ice beam
seel	blizzard
seel	bubble beam
seel	aurora beam
seel	peck
seel	strength
seel	toxic
seel	rage
seel	mimic
seel	double team
seel	haze
seel	bide
seel	lick
seel	waterfall
seel	skull bash
seel	rest
seel	substitute
grimer	pound
grimer	fire punch
grimer	ice punch
grimer	thunder punch
grimer	headbutt
grimer	body slam
grimer	take down
grimer	disable
grimer	flamethrower
grimer	strength
grimer	mega drain
grimer	thunderbolt
grimer	thunder
grimer	dig
grimer	toxic
grimer	rage
grimer	mimic
grimer	screech
grimer	double team
grimer	harden
grimer	minimize
grimer	confuse ray
grimer	haze
grimer	bide
grimer	metronome
grimer	self-destruct
grimer	lick
grimer	smog
grimer	sludge
grimer	fire blast
grimer	poison gas
grimer	acid armor
grimer	explosion
grimer	rest
grimer	rock slide
grimer	substitute
shellder	headbutt
shellder	tackle
shellder	take down
shellder	double-edge
shellder	twineedle
shellder	leer
shellder	supersonic
shellder	water gun
shellder	hydro pump
shellder	surf
shellder	ice beam
shellder	blizzard
shellder	bubble beam
shellder	aurora beam
shellder	toxic
shellder	rage
shellder	teleport
shellder	mimic
shellder	screech
shellder	double team
shellder	withdraw
shellder	barrier
shellder	reflect
shellder	bide
shellder	self-destruct
shellder	waterfall
shellder	clamp
shellder	swift
shellder	explosion
shellder	rest
shellder	tri attack
shellder	substitute
gastly	fire punch
gastly	ice punch
gastly	thunder punch
gastly	headbutt
gastly	disable
gastly	mega drain
gastly	thunderbolt
gastly	thunder
gastly	toxic
gastly	psychic
gastly	hypnosis
gastly	rage
gastly	night shade
gastly	mimic
gastly	double team
gastly	confuse ray
gastly	haze
gastly	bide
gastly	self-destruct
gastly	lick
gastly	smog
gastly	dream eater
gastly	poison gas
gastly	psywave
gastly	explosion
gastly	rest
gastly	substitute
onix	bind
onix	slam
onix	headbutt
onix	tackle
onix	body slam
onix	take down
onix	double-edge
onix	roar
onix	strength
onix	rock throw
onix	earthquake
onix	fissure
onix	dig
onix	toxic
onix	rage
onix	mimic
onix	screech
onix	double team
onix	harden
onix	defense curl
onix	bide
onix	self-destruct
onix	skull bash
onix	explosion
onix	rest
onix	rock slide
onix	substitute
drowzee	pound
drowzee	mega punch
drowzee	fire punch
drowzee	ice punch
drowzee	thunder punch
drowzee	mega kick
drowzee	headbutt
drowzee	body slam
drowzee	take down
drowzee	double-edge
drowzee	disable
drowzee	psybeam
drowzee	submission
drowzee	low kick
drowzee	counter
drowzee	seismic toss
drowzee	thunder wave
drowzee	toxic
drowzee	confusion
drowzee	psychic
drowzee	hypnosis
drowzee	meditate
drowzee	rage
drowzee	teleport
drowzee	night shade
drowzee	mimic
drowzee	double team
drowzee	barrier
drowzee	light screen
drowzee	haze
drowzee	reflect
drowzee	bide
drowzee	metronome
drowzee	swift
drowzee	skull bash
drowzee	dream eater
drowzee	poison gas
drowzee	flash
drowzee	psywave
drowzee	rest
drowzee	tri attack
drowzee	substitute
krabby	vise grip
krabby	guillotine
krabby	swords dance
krabby	cut
krabby	slam
krabby	stomp
krabby	headbutt
krabby	body slam
krabby	take down
krabby	double-edge
krabby	leer
krabby	water gun
krabby	surf
krabby	ice beam
krabby	blizzard
krabby	bubble beam
krabby	strength
krabby	dig
krabby	toxic
krabby	agility
krabby	rage
krabby	mimic
krabby	double team
krabby	harden
krabby	haze
krabby	bide
krabby	amnesia
krabby	bubble
krabby	crabhammer
krabby	rest
krabby	rock slide
krabby	slash
krabby	substitute
voltorb	headbutt
voltorb	tackle
voltorb	take down
voltorb	double-edge
voltorb	sonic boom
voltorb	thunder shock
voltorb	thunderbolt
voltorb	thunder wave
voltorb	thunder
voltorb	toxic
voltorb	agility
voltorb	rage
voltorb	teleport
voltorb	mimic
voltorb	screech
voltorb	double team
voltorb	light screen
voltorb	reflect
voltorb	bide
voltorb	self-destruct
voltorb	swift
voltorb	flash
voltorb	explosion
voltorb	rest
voltorb	substitute
exeggcute	swords dance
exeggcute	headbutt
exeggcute	take down
exeggcute	double-edge
exeggcute	psybeam
exeggcute	strength
exeggcute	absorb
exeggcute	mega drain
exeggcute	leech seed
exeggcute	solar beam
exeggcute	poison powder
exeggcute	stun spore
exeggcute	sleep powder
exeggcute	toxic
exeggcute	confusion
exeggcute	psychic
exeggcute	hypnosis
exeggcute	rage
exeggcute	teleport
exeggcute	mimic
exeggcute	double team
exeggcute	light screen
exeggcute	reflect
exeggcute	bide
exeggcute	self-destruct
exeggcute	egg bomb
exeggcute	dream eater
exeggcute	barrage
exeggcute	flash
exeggcute	psywave
exeggcute	explosion
exeggcute	rest
exeggcute	substitute
cubone	mega punch
cubone	fire punch
cubone	thunder punch
cubone	swords dance
cubone	double kick
cubone	mega kick
cubone	headbutt
cubone	body slam
cubone	take down
cubone	thrash
cubone	double-edge
cubone	tail whip
cubone	leer
cubone	growl
cubone	flamethrower
cubone	water gun
cubone	ice beam
cubone	blizzard
cubone	bubble beam
cubone	submission
cubone	low kick
cubone	counter
cubone	seismic toss
cubone	strength
cubone	earthquake
cubone	fissure
cubone	dig
cubone	toxic
cubone	rage
cubone	mimic
cubone	screech
cubone	double team
cubone	focus energy
cubone	bide
cubone	bone club
cubone	fire blast
cubone	swift
cubone	skull bash
cubone	bonemerang
cubone	rest
cubone	rock slide
cubone	substitute
lickitung	mega punch
lickitung	fire punch
lickitung	ice punch
lickitung	thunder punch
lickitung	swords dance
lickitung	cut
lickitung	bind
lickitung	slam
lickitung	stomp
lickitung	mega kick
lickitung	headbutt
lickitung	tackle
lickitung	body slam
lickitung	wrap
lickitung	take down
lickitung	thrash
lickitung	double-edge
lickitung	supersonic
lickitung	disable
lickitung	acid
lickitung	flamethrower
lickitung	water gun
lickitung	hydro pump
lickitung	surf
lickitung	ice beam
lickitung	blizzard
lickitung	bubble beam
lickitung	hyper beam
lickitung	submission
lickitung	counter
lickitung	seismic toss
lickitung	strength
lickitung	solar beam
lickitung	thunderbolt
lickitung	thunder
lickitung	earthquake
lickitung	fissure
lickitung	dig
lickitung	toxic
lickitung	rage
lickitung	mimic
lickitung	screech
lickitung	double team
lickitung	defense curl
lickitung	bide
lickitung	lick
lickitung	fire blast
lickitung	skull bash
lickitung	amnesia
lickitung	dream eater
lickitung	rest
lickitung	rock slide
lickitung	substitute
koffing	headbutt
koffing	tackle
koffing	body slam
koffing	take down
koffing	flamethrower
koffing	psybeam
koffing	thunderbolt
koffing	thunder
koffing	toxic
koffing	rage
koffing	mimic
koffing	screech
koffing	double team
koffing	smokescreen
koffing	haze
koffing	bide
koffing	self-destruct
koffing	smog
koffing	sludge
koffing	fire blast
koffing	poison gas
koffing	flash
koffing	psywave
koffing	explosion
koffing	rest
koffing	substitute
rhyhorn	swords dance
rhyhorn	stomp
rhyhorn	sand attack
rhyhorn	headbutt
rhyhorn	horn attack
rhyhorn	fury attack
rhyhorn	horn drill
rhyhorn	tackle
rhyhorn	body slam
rhyhorn	take down
rhyhorn	thrash
rhyhorn	double-edge
rhyhorn	tail whip
rhyhorn	leer
rhyhorn	roar
rhyhorn	flamethrower
rhyhorn	ice beam
rhyhorn	blizzard
rhyhorn	counter
rhyhorn	strength
rhyhorn	thunderbolt
rhyhorn	thunder
rhyhorn	rock throw
rhyhorn	earthquake
rhyhorn	fissure
rhyhorn	dig
rhyhorn	toxic
rhyhorn	rage
rhyhorn	mimic
rhyhorn	double team
rhyhorn	bide
rhyhorn	fire blast
rhyhorn	skull bash
rhyhorn	rest
rhyhorn	rock slide
rhyhorn	substitute
tangela	swords dance
tangela	cut
tangela	bind
tangela	slam
tangela	vine whip
tangela	headbutt
tangela	body slam
tangela	take down
tangela	double-edge
tangela	hyper beam
tangela	absorb
tangela	mega drain
tangela	leech seed
tangela	growth
tangela	solar beam
tangela	poison powder
