PKAIZ	33982
Dragonair	dragon pulse
Dragonair	dragon rage
Dragonair	dragon rush
Dragonair	dragonbreath
Dragonair	endure
Dragonair	extremespeed
Dragonair	facade
Dragonair	fire blast
Dragonair	flamethrower
Dragonair	frustration
Dragonair	hail
Dragonair	haze
Dragonair	headbutt
Dragonair	hidden power
Dragonair	hyper beam
Dragonair	ice beam
Dragonair	icy wind
Dragonair	iron tail
Dragonair	leer
Dragonair	light screen
Dragonair	mimic
Dragonair	mist
Dragonair	natural gift
Dragonair	outrage
Dragonair	protect
Dragonair	rain dance
Dragonair	rest
Dragonair	return
Dragonair	safeguard
Dragonair	secret power
Dragonair	shock wave
Dragonair	slam
Dragonair	sleep talk
Dragonair	snore
Dragonair	substitute
Dragonair	sunny day
Dragonair	supersonic
Dragonair	surf
Dragonair	swagger
Dragonair	swift
Dragonair	thunder
Dragonair	thunder wave
Dragonair	thunderbolt
Dragonair	toxic
Dragonair	twister
Dragonair	water pulse
Dragonair	waterfall
Dragonair	whirlpool
Dragonair	wrap
Dragonite	aerial ace
Dragonite	agility
Dragonite	air cutter
Dragonite	aqua tail
Dragonite	attract
Dragonite	blizzard
Dragonite	body slam
Dragonite	brick break
Dragonite	captivate
Dragonite	cut
Dragonite	defog
Dragonite	dive
Dragonite	double team
Dragonite	double-edge
Dragonite	draco meteor
Dragonite	dragon claw
Dragonite	dragon dance
Dragonite	dragon pulse
Dragonite	dragon rage
Dragonite	dragon rush
Dragonite	dragonbreath
Dragonite	dynamicpunch
Dragonite	earthquake
Dragonite	endure
Dragonite	extremespeed
Dragonite	facade
Dragonite	fire blast
Dragonite	fire punch
Dragonite	flamethrower
Dragonite	fling
Dragonite	fly
Dragonite	focus blast
Dragonite	focus punch
Dragonite	frustration
Dragonite	fury cutter
Dragonite	giga impact
Dragonite	hail
Dragonite	haze
Dragonite	headbutt
Dragonite	heal bell
Dragonite	heat wave
Dragonite	hidden power
Dragonite	hyper beam
Dragonite	ice beam
Dragonite	ice punch
Dragonite	icy wind
Dragonite	iron head
Dragonite	iron tail
Dragonite	leer
Dragonite	light screen
Dragonite	mimic
Dragonite	mist
Dragonite	mud-slap
Dragonite	natural gift
Dragonite	ominous wind
Dragonite	outrage
Dragonite	protect
Dragonite	rain dance
Dragonite	rest
Dragonite	return
Dragonite	roar
Dragonite	rock slide
Dragonite	rock smash
Dragonite	rock tomb
Dragonite	roost
Dragonite	safeguard
Dragonite	sandstorm
Dragonite	secret power
Dragonite	shock wave
Dragonite	slam
Dragonite	sleep talk
Dragonite	snore
Dragonite	steel wing
Dragonite	stone edge
Dragonite	strength
Dragonite	substitute
Dragonite	sunny day
Dragonite	superpower
Dragonite	supersonic
Dragonite	surf
Dragonite	swagger
Dragonite	swift
Dragonite	tailwind
Dragonite	thunder
Dragonite	thunder wave
Dragonite	thunderbolt
Dragonite	thunderpunch
Dragonite	toxic
Dragonite	twister
Dragonite	water pulse
Dragonite	waterfall
Dragonite	whirlpool
Dragonite	wing attack
Dragonite	wrap
Drapion	acupressure
Drapion	aerial ace
Drapion	agility
Drapion	aqua tail
Drapion	attract
Drapion	bite
Drapion	brick break
Drapion	bug bite
Drapion	captivate
Drapion	confuse ray
Drapion	cross poison
Drapion	crunch
Drapion	cut
Drapion	dark pulse
Drapion	dig
Drapion	double team
Drapion	earthquake
Drapion	endure
Drapion	facade
Drapion	faint attack
Drapion	false swipe
Drapion	fire fang
Drapion	flash
Drapion	fling
Drapion	frustration
Drapion	fury cutter
Drapion	giga impact
Drapion	headbutt
Drapion	hidden power
Drapion	hyper beam
Drapion	ice fang
Drapion	iron tail
Drapion	knock off
Drapion	leer
Drapion	mud-slap
Drapion	natural gift
Drapion	night slash
Drapion	payback
Drapion	pin missile
Drapion	poison fang
Drapion	poison jab
Drapion	poison sting
Drapion	protect
Drapion	pursuit
Drapion	rain dance
Drapion	rest
Drapion	return
Drapion	roar
Drapion	rock climb
Drapion	rock slide
Drapion	rock smash
Drapion	rock tomb
Drapion	sand-attack
Drapion	scary face
Drapion	screech
Drapion	secret power
Drapion	shadow ball
Drapion	slash
Drapion	sleep talk
Drapion	sludge bomb
Drapion	snore
Drapion	strength
Drapion	substitute
Drapion	sunny day
Drapion	swagger
Drapion	swords dance
Drapion	taunt
Drapion	thief
Drapion	thunder fang
Drapion	torment
Drapion	toxic
Drapion	toxic spikes
Drapion	whirlwind
Drapion	x-scissor
Dratini	agility
Dratini	aqua tail
Dratini	attract
Dratini	blizzard
Dratini	body slam
Dratini	captivate
Dratini	double team
Dratini	double-edge
Dratini	draco meteor
Dratini	dragon dance
Dratini	dragon pulse
Dratini	dragon rage
Dratini	dragon rush
Dratini	dragonbreath
Dratini	endure
Dratini	extremespeed
Dratini	facade
Dratini	fire blast
Dratini	flamethrower
Dratini	frustration
Dratini	hail
Dratini	haze
Dratini	headbutt
Dratini	hidden power
Dratini	hyper beam
Dratini	ice beam
Dratini	icy wind
Dratini	iron tail
Dratini	leer
Dratini	light screen
Dratini	mimic
Dratini	mist
Dratini	natural gift
Dratini	outrage
Dratini	protect
Dratini	rain dance
Dratini	rest
Dratini	return
Dratini	safeguard
Dratini	secret power
Dratini	shock wave
Dratini	slam
Dratini	sleep talk
Dratini	snore
Dratini	substitute
Dratini	sunny day
Dratini	supersonic
Dratini	surf
Dratini	swagger
Dratini	swift
Dratini	thunder
Dratini	thunder wave
Dratini	thunderbolt
Dratini	toxic
Dratini	twister
Dratini	water pulse
Dratini	waterfall
Dratini	whirlpool
Dratini	wrap
Drifblim	air cutter
Drifblim	astonish
Drifblim	attract
Drifblim	baton pass
Drifblim	body slam
Drifblim	calm mind
Drifblim	captivate
Drifblim	charge beam
Drifblim	constrict
Drifblim	cut
Drifblim	defog
Drifblim	destiny bond
Drifblim	disable
Drifblim	double team
Drifblim	dream eater
Drifblim	embargo
Drifblim	endure
Drifblim	explosion
Drifblim	facade
Drifblim	flash
Drifblim	fly
Drifblim	focus energy
Drifblim	frustration
Drifblim	giga impact
Drifblim	gust
Drifblim	gyro ball
Drifblim	haze
Drifblim	hidden power
Drifblim	hyper beam
Drifblim	hypnosis
Drifblim	icy wind
Drifblim	knock off
Drifblim	memento
Drifblim	minimize
Drifblim	mud-slap
Drifblim	natural gift
Drifblim	ominous wind
Drifblim	pain split
Drifblim	payback
Drifblim	protect
Drifblim	psych up
Drifblim	psychic
Drifblim	rain dance
Drifblim	recycle
Drifblim	rest
Drifblim	return
Drifblim	role play
Drifblim	rollout
Drifblim	secret power
Drifblim	shadow ball
Drifblim	shock wave
Drifblim	silver wind
Drifblim	skill swap
Drifblim	sleep talk
Drifblim	snore
Drifblim	spit up
Drifblim	spite
Drifblim	stockpile
Drifblim	substitute
Drifblim	sucker punch
Drifblim	sunny day
Drifblim	swagger
Drifblim	swallow
Drifblim	swift
Drifblim	tailwind
Drifblim	thief
Drifblim	thunder
Drifblim	thunder wave
Drifblim	thunderbolt
Drifblim	toxic
Drifblim	trick
Drifblim	weather ball
Drifblim	will-o-wisp
Drifloon	astonish
Drifloon	attract
Drifloon	baton pass
Drifloon	body slam
Drifloon	calm mind
Drifloon	captivate
Drifloon	charge beam
Drifloon	constrict
Drifloon	cut
Drifloon	defog
Drifloon	destiny bond
Drifloon	disable
Drifloon	double team
Drifloon	dream eater
Drifloon	embargo
Drifloon	endure
Drifloon	explosion
Drifloon	facade
Drifloon	flash
Drifloon	focus energy
Drifloon	frustration
Drifloon	gust
Drifloon	gyro ball
Drifloon	haze
Drifloon	hidden power
Drifloon	hypnosis
Drifloon	icy wind
Drifloon	knock off
Drifloon	memento
Drifloon	minimize
Drifloon	mud-slap
Drifloon	natural gift
Drifloon	ominous wind
Drifloon	pain split
Drifloon	payback
Drifloon	protect
Drifloon	psych up
Drifloon	psychic
Drifloon	rain dance
Drifloon	recycle
Drifloon	rest
Drifloon	return
Drifloon	role play
Drifloon	rollout
Drifloon	secret power
Drifloon	shadow ball
Drifloon	shock wave
Drifloon	silver wind
Drifloon	skill swap
Drifloon	sleep talk
Drifloon	snore
Drifloon	spit up
Drifloon	spite
Drifloon	stockpile
Drifloon	substitute
Drifloon	sucker punch
Drifloon	sunny day
Drifloon	swagger
Drifloon	swallow
Drifloon	swift
Drifloon	tailwind
Drifloon	thief
Drifloon	thunder
Drifloon	thunder wave
Drifloon	thunderbolt
Drifloon	toxic
Drifloon	trick
Drifloon	weather ball
Drifloon	will-o-wisp
Drowzee	assist
Drowzee	attract
Drowzee	barrier
Drowzee	belly drum
Drowzee	body slam
Drowzee	brick break
Drowzee	calm mind
Drowzee	captivate
Drowzee	confusion
Drowzee	counter
Drowzee	disable
Drowzee	double team
Drowzee	double-edge
Drowzee	drain punch
Drowzee	dream eater
Drowzee	dynamicpunch
Drowzee	endure
Drowzee	facade
Drowzee	fire punch
Drowzee	flash
Drowzee	flatter
Drowzee	fling
Drowzee	focus punch
Drowzee	frustration
Drowzee	future sight
Drowzee	grass knot
Drowzee	guard swap
Drowzee	headbutt
Drowzee	hidden power
Drowzee	hypnosis
Drowzee	ice punch
Drowzee	light screen
Drowzee	low kick
Drowzee	magic coat
Drowzee	meditate
Drowzee	mega kick
Drowzee	mega punch
Drowzee	metronome
Drowzee	mimic
Drowzee	nasty plot
Drowzee	natural gift
Drowzee	nightmare
Drowzee	poison gas
Drowzee	pound
Drowzee	protect
Drowzee	psybeam
Drowzee	psych up
Drowzee	psychic
Drowzee	psycho cut
Drowzee	rain dance
Drowzee	recycle
Drowzee	reflect
Drowzee	rest
Drowzee	return
Drowzee	role play
Drowzee	safeguard
Drowzee	secret power
Drowzee	seismic toss
Drowzee	shadow ball
Drowzee	signal beam
Drowzee	skill swap
Drowzee	sleep talk
Drowzee	snatch
Drowzee	snore
Drowzee	substitute
Drowzee	sunny day
Drowzee	swagger
Drowzee	taunt
Drowzee	thief
Drowzee	thunder wave
Drowzee	thunderpunch
Drowzee	torment
Drowzee	toxic
Drowzee	trick
Drowzee	trick room
Drowzee	wish
Drowzee	zen headbutt
Dugtrio	aerial ace
Dugtrio	ancientpower
Dugtrio	astonish
Dugtrio	attract
Dugtrio	beat up
Dugtrio	body slam
Dugtrio	captivate
Dugtrio	charm
Dugtrio	cut
Dugtrio	dig
Dugtrio	double team
Dugtrio	double-edge
Dugtrio	earth power
Dugtrio	earthquake
Dugtrio	endure
Dugtrio	facade
Dugtrio	faint attack
Dugtrio	fissure
Dugtrio	frustration
Dugtrio	fury swipes
Dugtrio	giga impact
Dugtrio	growl
Dugtrio	hidden power
Dugtrio	hyper beam
Dugtrio	magnitude
Dugtrio	mimic
Dugtrio	mud bomb
Dugtrio	mud-slap
Dugtrio	natural gift
Dugtrio	night slash
Dugtrio	protect
Dugtrio	pursuit
Dugtrio	rest
Dugtrio	return
Dugtrio	reversal
Dugtrio	rock slide
Dugtrio	rock smash
Dugtrio	rock tomb
Dugtrio	sand tomb
Dugtrio	sand-attack
Dugtrio	sandstorm
Dugtrio	scratch
Dugtrio	screech
Dugtrio	secret power
Dugtrio	shadow claw
Dugtrio	slash
Dugtrio	sleep talk
Dugtrio	sludge bomb
Dugtrio	snore
Dugtrio	stealth rock
Dugtrio	stone edge
Dugtrio	substitute
Dugtrio	sucker punch
Dugtrio	sunny day
Dugtrio	swagger
Dugtrio	thief
Dugtrio	toxic
Dugtrio	tri attack
Dugtrio	uproar
Dunsparce	agility
Dunsparce	ancientpower
Dunsparce	aqua tail
Dunsparce	astonish
Dunsparce	attract
Dunsparce	bide
Dunsparce	bite
Dunsparce	blizzard
Dunsparce	body slam
Dunsparce	calm mind
Dunsparce	captivate
Dunsparce	charge beam
Dunsparce	counter
Dunsparce	curse
Dunsparce	defense curl
Dunsparce	dig
Dunsparce	double team
Dunsparce	double-edge
Dunsparce	dream eater
Dunsparce	earthquake
Dunsparce	endeavor
Dunsparce	endure
Dunsparce	facade
Dunsparce	fire blast
Dunsparce	flail
Dunsparce	flamethrower
Dunsparce	frustration
Dunsparce	glare
Dunsparce	gyro ball
Dunsparce	headbutt
Dunsparce	hidden power
Dunsparce	ice beam
Dunsparce	iron tail
Dunsparce	last resort
Dunsparce	magic coat
Dunsparce	mimic
Dunsparce	mud-slap
Dunsparce	natural gift
Dunsparce	nightmare
Dunsparce	pain split
Dunsparce	poison jab
Dunsparce	protect
Dunsparce	psych up
Dunsparce	pursuit
Dunsparce	rage
Dunsparce	rain dance
Dunsparce	rest
Dunsparce	return
Dunsparce	rock slide
Dunsparce	rock smash
Dunsparce	rock tomb
Dunsparce	role play
Dunsparce	rollout
Dunsparce	roost
Dunsparce	screech
Dunsparce	secret power
Dunsparce	shadow ball
Dunsparce	shock wave
Dunsparce	slam
Dunsparce	sleep talk
Dunsparce	snore
Dunsparce	solarbeam
Dunsparce	spite
Dunsparce	stealth rock
Dunsparce	strength
Dunsparce	substitute
Dunsparce	sunny day
Dunsparce	swagger
Dunsparce	take down
Dunsparce	thief
Dunsparce	thunder
Dunsparce	thunder wave
Dunsparce	thunderbolt
Dunsparce	toxic
Dunsparce	trump card
Dunsparce	water pulse
Dunsparce	yawn
Dunsparce	zen headbutt
Dusclops	astonish
Dusclops	attract
Dusclops	bind
Dusclops	blizzard
Dusclops	body slam
Dusclops	brick break
Dusclops	calm mind
Dusclops	captivate
Dusclops	charge beam
Dusclops	confuse ray
Dusclops	counter
Dusclops	curse
Dusclops	dark pulse
Dusclops	destiny bond
Dusclops	disable
Dusclops	double team
Dusclops	double-edge
Dusclops	dream eater
Dusclops	dynamicpunch
Dusclops	earthquake
Dusclops	embargo
Dusclops	endure
Dusclops	facade
Dusclops	faint attack
Dusclops	fire punch
Dusclops	flash
Dusclops	fling
Dusclops	focus punch
Dusclops	foresight
Dusclops	frustration
Dusclops	future sight
Dusclops	giga impact
Dusclops	gravity
Dusclops	grudge
Dusclops	headbutt
Dusclops	helping hand
Dusclops	hidden power
Dusclops	hyper beam
Dusclops	ice beam
Dusclops	ice punch
Dusclops	icy wind
Dusclops	imprison
Dusclops	leer
Dusclops	mean look
Dusclops	mega kick
Dusclops	mega punch
Dusclops	memento
Dusclops	metronome
Dusclops	mimic
Dusclops	mud-slap
Dusclops	natural gift
Dusclops	night shade
Dusclops	nightmare
Dusclops	ominous wind
Dusclops	pain split
Dusclops	payback
Dusclops	protect
Dusclops	psych up
Dusclops	psychic
Dusclops	pursuit
Dusclops	rain dance
Dusclops	rest
Dusclops	return
Dusclops	rock slide
Dusclops	rock smash
Dusclops	rock tomb
Dusclops	secret power
Dusclops	seismic toss
Dusclops	shadow ball
Dusclops	shadow punch
Dusclops	shadow sneak
Dusclops	skill swap
Dusclops	sleep talk
Dusclops	snatch
Dusclops	snore
Dusclops	spite
Dusclops	strength
Dusclops	substitute
Dusclops	sucker punch
Dusclops	sunny day
Dusclops	swagger
Dusclops	taunt
Dusclops	thief
Dusclops	thunderpunch
Dusclops	torment
Dusclops	toxic
Dusclops	trick room
Dusclops	will-o-wisp
Dusknoir	astonish
Dusknoir	attract
Dusknoir	bind
Dusknoir	blizzard
Dusknoir	body slam
Dusknoir	brick break
Dusknoir	calm mind
Dusknoir	captivate
Dusknoir	charge beam
Dusknoir	confuse ray
Dusknoir	counter
Dusknoir	curse
Dusknoir	dark pulse
Dusknoir	destiny bond
Dusknoir	disable
Dusknoir	double team
Dusknoir	double-edge
Dusknoir	dream eater
Dusknoir	dynamicpunch
Dusknoir	earthquake
Dusknoir	embargo
Dusknoir	endure
Dusknoir	facade
Dusknoir	faint attack
Dusknoir	fire punch
Dusknoir	flash
Dusknoir	fling
Dusknoir	focus blast
Dusknoir	focus punch
Dusknoir	foresight
Dusknoir	frustration
Dusknoir	future sight
Dusknoir	giga impact
Dusknoir	gravity
Dusknoir	grudge
Dusknoir	headbutt
Dusknoir	hidden power
Dusknoir	hyper beam
Dusknoir	ice beam
Dusknoir	ice punch
Dusknoir	icy wind
Dusknoir	imprison
Dusknoir	leer
Dusknoir	mean look
Dusknoir	mega kick
Dusknoir	mega punch
Dusknoir	memento
Dusknoir	metronome
Dusknoir	mimic
Dusknoir	mud-slap
Dusknoir	natural gift
Dusknoir	night shade
Dusknoir	nightmare
Dusknoir	ominous wind
Dusknoir	pain split
Dusknoir	payback
Dusknoir	protect
Dusknoir	psych up
Dusknoir	psychic
Dusknoir	pursuit
Dusknoir	rain dance
Dusknoir	rest
Dusknoir	return
Dusknoir	rock slide
Dusknoir	rock smash
Dusknoir	rock tomb
Dusknoir	secret power
Dusknoir	seismic toss
Dusknoir	shadow ball
Dusknoir	shadow punch
Dusknoir	shadow sneak
Dusknoir	skill swap
Dusknoir	sleep talk
Dusknoir	snatch
Dusknoir	snore
Dusknoir	spite
Dusknoir	strength
Dusknoir	substitute
Dusknoir	sucker punch
Dusknoir	sunny day
Dusknoir	swagger
Dusknoir	taunt
Dusknoir	thief
Dusknoir	thunderpunch
Dusknoir	torment
Dusknoir	toxic
Dusknoir	trick
Dusknoir	trick room
Dusknoir	will-o-wisp
Duskull	astonish
Duskull	attract
Duskull	blizzard
Duskull	body slam
Duskull	calm mind
Duskull	captivate
Duskull	charge beam
Duskull	confuse ray
Duskull	curse
Duskull	dark pulse
Duskull	destiny bond
Duskull	disable
Duskull	double team
Duskull	double-edge
Duskull	dream eater
Duskull	embargo
Duskull	endure
Duskull	facade
Duskull	faint attack
Duskull	flash
Duskull	fling
Duskull	foresight
Duskull	frustration
Duskull	future sight
Duskull	gravity
Duskull	grudge
Duskull	headbutt
Duskull	helping hand
Duskull	hidden power
Duskull	ice beam
Duskull	icy wind
Duskull	imprison
Duskull	leer
Duskull	mean look
Duskull	memento
Duskull	mimic
Duskull	natural gift
Duskull	night shade
Duskull	nightmare
Duskull	ominous wind
Duskull	pain split
Duskull	payback
Duskull	protect
Duskull	psych up
Duskull	psychic
Duskull	pursuit
Duskull	rain dance
Duskull	rest
Duskull	return
Duskull	secret power
Duskull	shadow ball
Duskull	shadow sneak
Duskull	skill swap
Duskull	sleep talk
Duskull	snatch
Duskull	snore
Duskull	spite
Duskull	substitute
Duskull	sunny day
Duskull	swagger
Duskull	taunt
Duskull	thief
Duskull	torment
Duskull	toxic
Duskull	trick room
Duskull	will-o-wisp
Dustox	aerial ace
Dustox	air cutter
Dustox	attract
Dustox	bug bite
Dustox	bug buzz
Dustox	captivate
Dustox	confusion
Dustox	defog
Dustox	double team
Dustox	double-edge
Dustox	endure
Dustox	energy ball
Dustox	facade
Dustox	flash
Dustox	frustration
Dustox	giga drain
Dustox	giga impact
Dustox	gust
Dustox	harden
Dustox	hidden power
Dustox	hyper beam
Dustox	iron defense
Dustox	light screen
Dustox	mimic
Dustox	moonlight
Dustox	natural gift
Dustox	ominous wind
Dustox	poison sting
Dustox	protect
Dustox	psybeam
Dustox	psychic
Dustox	rest
Dustox	return
Dustox	roost
Dustox	secret power
Dustox	shadow ball
Dustox	signal beam
Dustox	silver wind
Dustox	sleep talk
Dustox	sludge bomb
Dustox	snore
Dustox	solarbeam
Dustox	string shot
Dustox	substitute
Dustox	sunny day
Dustox	swagger
Dustox	swift
Dustox	tackle
Dustox	tailwind
Dustox	thief
Dustox	toxic
Dustox	twister
Dustox	u-turn
Dustox	whirlwind
Eevee	attract
Eevee	baton pass
Eevee	bite
Eevee	body slam
Eevee	captivate
Eevee	charm
Eevee	covet
Eevee	curse
Eevee	detect
Eevee	dig
Eevee	double team
Eevee	double-edge
Eevee	endure
Eevee	facade
Eevee	fake tears
Eevee	flail
Eevee	frustration
Eevee	growl
Eevee	headbutt
Eevee	heal bell
Eevee	helping hand
Eevee	hidden power
Eevee	iron tail
Eevee	last resort
Eevee	mimic
Eevee	mud-slap
Eevee	natural gift
Eevee	protect
Eevee	quick attack
Eevee	rain dance
Eevee	rest
Eevee	return
Eevee	sand-attack
Eevee	secret power
Eevee	shadow ball
Eevee	sleep talk
Eevee	snore
Eevee	substitute
Eevee	sunny day
Eevee	swagger
Eevee	swift
Eevee	tackle
Eevee	tail whip
Eevee	take down
Eevee	tickle
Eevee	toxic
Eevee	trump card
Eevee	wish
Eevee	yawn
Ekans	acid
Ekans	aqua tail
Ekans	attract
Ekans	beat up
Ekans	bite
Ekans	body slam
Ekans	captivate
Ekans	dark pulse
Ekans	dig
Ekans	disable
Ekans	double team
Ekans	double-edge
Ekans	earthquake
Ekans	endure
Ekans	facade
Ekans	frustration
Ekans	gastro acid
Ekans	giga drain
Ekans	glare
Ekans	gunk shot
Ekans	haze
Ekans	headbutt
Ekans	hidden power
Ekans	iron tail
Ekans	leer
Ekans	mimic
Ekans	mud bomb
Ekans	natural gift
Ekans	payback
Ekans	poison fang
Ekans	poison jab
Ekans	poison sting
Ekans	poison tail
Ekans	protect
Ekans	pursuit
Ekans	rain dance
Ekans	rest
Ekans	return
Ekans	rock slide
Ekans	rock tomb
Ekans	scary face
Ekans	screech
Ekans	secret power
Ekans	seed bomb
Ekans	slam
Ekans	sleep talk
Ekans	sludge bomb
Ekans	snatch
Ekans	snore
Ekans	spit up
Ekans	spite
Ekans	stockpile
Ekans	strength
Ekans	substitute
Ekans	sunny day
Ekans	swagger
Ekans	swallow
Ekans	switcheroo
Ekans	thief
Ekans	torment
Ekans	toxic
Ekans	wrap
Electabuzz	attract
Electabuzz	barrier
Electabuzz	body slam
Electabuzz	brick break
Electabuzz	captivate
Electabuzz	charge beam
Electabuzz	counter
Electabuzz	cross chop
Electabuzz	discharge
Electabuzz	double team
Electabuzz	double-edge
Electabuzz	dynamicpunch
Electabuzz	endure
Electabuzz	facade
Electabuzz	feint
Electabuzz	fire punch
Electabuzz	flash
Electabuzz	fling
Electabuzz	focus blast
Electabuzz	focus punch
Electabuzz	follow me
Electabuzz	frustration
Electabuzz	giga impact
Electabuzz	headbutt
Electabuzz	helping hand
Electabuzz	hidden power
Electabuzz	hyper beam
Electabuzz	ice punch
Electabuzz	iron tail
Electabuzz	karate chop
Electabuzz	leer
Electabuzz	light screen
Electabuzz	low kick
Electabuzz	magnet rise
Electabuzz	meditate
Electabuzz	mega kick
Electabuzz	mega punch
Electabuzz	mimic
Electabuzz	mud-slap
Electabuzz	natural gift
Electabuzz	protect
Electabuzz	psychic
Electabuzz	quick attack
Electabuzz	rain dance
Electabuzz	rest
Electabuzz	return
Electabuzz	rock climb
Electabuzz	rock smash
Electabuzz	rolling kick
Electabuzz	screech
Electabuzz	secret power
Electabuzz	seismic toss
Electabuzz	shock wave
Electabuzz	signal beam
Electabuzz	sleep talk
Electabuzz	snore
Electabuzz	strength
Electabuzz	substitute
Electabuzz	swagger
Electabuzz	swift
Electabuzz	thief
Electabuzz	thunder
Electabuzz	thunder wave
Electabuzz	thunderbolt
Electabuzz	thunderpunch
Electabuzz	thundershock
Electabuzz	toxic
Electabuzz	uproar
Electivire	attract
Electivire	barrier
Electivire	body slam
Electivire	brick break
Electivire	captivate
Electivire	charge beam
Electivire	counter
Electivire	cross chop
Electivire	dig
Electivire	discharge
Electivire	double team
Electivire	double-edge
Electivire	dynamicpunch
Electivire	earthquake
Electivire	endure
Electivire	facade
Electivire	feint
Electivire	fire punch
Electivire	flamethrower
Electivire	flash
Electivire	fling
Electivire	focus blast
Electivire	focus punch
Electivire	follow me
Electivire	frustration
Electivire	giga impact
Electivire	headbutt
Electivire	helping hand
Electivire	hidden power
Electivire	hyper beam
Electivire	ice punch
Electivire	iron tail
Electivire	karate chop
Electivire	leer
Electivire	light screen
Electivire	low kick
Electivire	magnet rise
Electivire	meditate
Electivire	mega kick
Electivire	mega punch
Electivire	mimic
Electivire	mud-slap
Electivire	natural gift
Electivire	protect
Electivire	psychic
Electivire	quick attack
Electivire	rain dance
Electivire	rest
Electivire	return
Electivire	rock climb
Electivire	rock slide
Electivire	rock smash
Electivire	rock tomb
Electivire	rolling kick
Electivire	screech
Electivire	secret power
Electivire	seismic toss
Electivire	shock wave
Electivire	signal beam
Electivire	sleep talk
Electivire	snore
Electivire	strength
Electivire	substitute
Electivire	swagger
Electivire	swift
Electivire	taunt
Electivire	thief
Electivire	thunder
Electivire	thunder wave
Electivire	thunderbolt
Electivire	thunderpunch
Electivire	thundershock
Electivire	torment
Electivire	toxic
Electivire	uproar
Electrike	attract
Electrike	bite
Electrike	body slam
Electrike	captivate
Electrike	charge
Electrike	charge beam
Electrike	crunch
Electrike	curse
Electrike	discharge
Electrike	double team
Electrike	double-edge
Electrike	endure
Electrike	facade
Electrike	fire fang
Electrike	flamethrower
Electrike	flash
Electrike	frustration
Electrike	headbutt
Electrike	hidden power
Electrike	howl
Electrike	ice fang
Electrike	iron tail
Electrike	leer
Electrike	light screen
Electrike	magnet rise
Electrike	mimic
Electrike	mud-slap
Electrike	natural gift
Electrike	odor sleuth
Electrike	protect
Electrike	quick attack
Electrike	rain dance
Electrike	rest
Electrike	return
Electrike	roar
Electrike	secret power
Electrike	shock wave
Electrike	signal beam
Electrike	sleep talk
Electrike	snore
Electrike	spark
Electrike	strength
Electrike	substitute
Electrike	swagger
Electrike	swift
Electrike	switcheroo
Electrike	tackle
Electrike	thief
Electrike	thunder
Electrike	thunder fang
Electrike	thunder wave
Electrike	thunderbolt
Electrike	toxic
Electrike	uproar
Electrode	charge
Electrode	charge beam
Electrode	double team
Electrode	endure
Electrode	explosion
Electrode	facade
Electrode	flash
Electrode	frustration
Electrode	giga impact
Electrode	gyro ball
Electrode	headbutt
Electrode	hidden power
Electrode	hyper beam
Electrode	light screen
Electrode	magnet rise
Electrode	mimic
Electrode	mirror coat
Electrode	natural gift
Electrode	protect
Electrode	rain dance
Electrode	refresh
Electrode	rest
Electrode	return
Electrode	role play
Electrode	rollout
Electrode	screech
Electrode	secret power
Electrode	selfdestruct
Electrode	shock wave
Electrode	signal beam
Electrode	sleep talk
Electrode	snore
Electrode	sonicboom
Electrode	spark
Electrode	substitute
Electrode	sucker punch
Electrode	swagger
Electrode	swift
Electrode	tackle
Electrode	taunt
Electrode	thief
Electrode	thunder
Electrode	thunder wave
Electrode	thunderbolt
Electrode	torment
Electrode	toxic
Elekid	attract
Elekid	barrier
Elekid	body slam
Elekid	brick break
Elekid	captivate
Elekid	charge beam
Elekid	counter
Elekid	cross chop
Elekid	discharge
Elekid	double team
Elekid	double-edge
Elekid	dynamicpunch
Elekid	endure
Elekid	facade
Elekid	feint
Elekid	fire punch
Elekid	flash
Elekid	fling
Elekid	focus punch
Elekid	frustration
Elekid	headbutt
Elekid	helping hand
Elekid	hidden power
Elekid	ice punch
Elekid	karate chop
Elekid	leer
Elekid	light screen
Elekid	low kick
Elekid	magnet rise
Elekid	meditate
Elekid	mega kick
Elekid	mega punch
Elekid	mimic
Elekid	mud-slap
Elekid	natural gift
Elekid	protect
Elekid	psychic
Elekid	quick attack
Elekid	rain dance
Elekid	rest
Elekid	return
Elekid	rock smash
Elekid	rolling kick
Elekid	screech
Elekid	secret power
Elekid	seismic toss
Elekid	shock wave
Elekid	signal beam
Elekid	sleep talk
Elekid	snore
Elekid	substitute
Elekid	swagger
Elekid	swift
Elekid	thief
Elekid	thunder
Elekid	thunder wave
Elekid	thunderbolt
Elekid	thunderpunch
Elekid	thundershock
Elekid	toxic
Elekid	uproar
Empoleon	aerial ace
Empoleon	agility
Empoleon	aqua jet
Empoleon	aqua ring
Empoleon	attract
Empoleon	avalanche
Empoleon	bide
Empoleon	blizzard
Empoleon	brick break
Empoleon	brine
Empoleon	bubble
Empoleon	bubblebeam
Empoleon	captivate
Empoleon	cut
Empoleon	defog
Empoleon	dig
Empoleon	dive
Empoleon	double hit
Empoleon	double team
Empoleon	drill peck
Empoleon	earthquake
Empoleon	endure
Empoleon	facade
Empoleon	featherdance
Empoleon	flail
Empoleon	flash cannon
Empoleon	fling
Empoleon	frustration
Empoleon	fury attack
Empoleon	fury cutter
Empoleon	giga impact
Empoleon	grass knot
Empoleon	growl
